date,train_days,no_acc,h_acc,no_train_loss,h_train_loss
2025-10-11,1,0.75,0.875,0.7973621015747389,0.4746451638638973
2025-10-12,2,0.7272727272727273,0.45454545454545453,0.7973621015747389,0.4746451638638973
