window_start,window_end,sample_count,valid_predictors_count,lr_f1,lgb_f1,lr_cv_var,lgb_cv_var,best_model,is_new_best
2025-10-11,2025-11-23,8313,194,0.584,0.667,0.013,0.009,LightGBM,0
